company,jobSummary,jobTitle,location,url 
UnitedHealth Group,"A ideia é a seguinte, nós construímos uma organização com um objetivo em comum: fazer o sistema de saúde funcionar melhor para todos. Por isso, estamos sempre pensando fora da caixa para descobrir novas maneiras de trabalhar com o maior banco de dados de saúde do mundo, para guiar escolhas de saúde e bem-estar e para gerenciar benefícios farmacêuticos para milhões de pessoas. A Optum, parte da família de empresas do UnitedHealth Group, reúne algumas das mentes mais brilhantes e as ideias mais inovadoras sobre como a assistência à saúde irá atingir o seu potencial máximo. Para você, isso quer dizer trabalhar em equipes de alta performance e ultrapassar desafios relevantes. Optum, ideias inovadoras em uma empresa incrível e a oportunidade única de fazer o melhor trabalho da sua vida.( sm )
,
,Principais Responsabilidades:,
Manipular bases de dados estruturados e não estruturados.
,
Gerar análises, visualizações e dashboards
,
Desenvolvimento de algorítmos usando conceitos de estatística e machine learning
,
Acompanhar a implementação na produção e dar suporte pós-implementação.
,
Qualificações Necessárias
,
Bach arelado em Análise de Sistemas, Ciência da Computação ou áreas correlatas.
,
Conhecimentos de estatística e visualização de dados
,
Domínio de SQL
,
Programação em Python e/o R
,
Desejável experiência com Machine Learning
,
Inglês fluente
,
A diversidade cria ambientes mais saudáveis. Todos os candidatos qualificados serão considerados para as vagas, sem distinção de raça, cor, religião, gênero, idade, nacionalidade ou deficiência.
,
O UnitedHealth Group é um empregador de Igualdade de Oportunidades de Emprego.
,
,Palavras-Chave:, SQL; Python; Optum; Curitiba; TI; Desenvolvedor; Software; Pleno","Desenvolvedor Software Pleno - Curitiba, PR","Curitiba, PR",https://www.indeed.com.br/ver-emprego?jk=f28e2b36ff21d74f&tk=1ca0v2ejs0nj31bd&from=serp&alid=3&advn=3303391347378714
UnitedHealth Group,"A ideia é a seguinte, nós construímos uma organização com um objetivo em comum: fazer o sistema de saúde funcionar melhor para todos. Por isso, estamos sempre pensando fora da caixa para descobrir novas maneiras de trabalhar com o maior banco de dados de saúde do mundo, para guiar escolhas de saúde e bem-estar e para gerenciar benefícios farmacêuticos para milhões de pessoas. A Optum, parte da família de empresas do UnitedHealth Group, reúne algumas das mentes mais brilhantes e as ideias mais inovadoras sobre como a assistência à saúde irá atingir o seu potencial máximo. Para você, isso quer dizer trabalhar em equipes de alta performance e ultrapassar desafios relevantes. Optum, ideias inovadoras em uma empresa incrível e a oportunidade única de fazer o melhor trabalho da sua vida.( sm )
,
,Principais Responsabilidades:,
Manipular bases de dados estruturados e não estruturados.
,
Gerar análises, visualizações e dashboards
,
Desenvolvimento de algorítmos usando conceitos de estatística e machine learning
,
Acompanhar a implementação na produção e dar suporte pós-implementação.
,
Qualificações Necessárias
,
Bach arelado em Análise de Sistemas, Ciência da Computação ou áreas correlatas.
,
Conhecimentos de estatística e visualização de dados
,
Domínio de SQL
,
Programação em Python e/o R
,
Desejável experiência com Machine Learning
,
Inglês fluente
,
A diversidade cria ambientes mais saudáveis. Todos os candidatos qualificados serão considerados para as vagas, sem distinção de raça, cor, religião, gênero, idade, nacionalidade ou deficiência.
,
O UnitedHealth Group é um empregador de Igualdade de Oportunidades de Emprego.
,
,Palavras-Chave:, SQL; Python; Optum; Curitiba; TI; Desenvolvedor; Software; Pleno","Desenvolvedor Software Pleno - Curitiba, PR","Curitiba, PR",https://www.indeed.com.br/ver-emprego?jk=f28e2b36ff21d74f&tk=1ca0v2ett0nj31nb&from=serp&alid=3&advn=3303391347378714
UnitedHealth Group,"A ideia é a seguinte, nós construímos uma organização com um objetivo em comum: fazer o sistema de saúde funcionar melhor para todos. Por isso, estamos sempre pensando fora da caixa para descobrir novas maneiras de trabalhar com o maior banco de dados de saúde do mundo, para guiar escolhas de saúde e bem-estar e para gerenciar benefícios farmacêuticos para milhões de pessoas. A Optum, parte da família de empresas do UnitedHealth Group, reúne algumas das mentes mais brilhantes e as ideias mais inovadoras sobre como a assistência à saúde irá atingir o seu potencial máximo. Para você, isso quer dizer trabalhar em equipes de alta performance e ultrapassar desafios relevantes. Optum, ideias inovadoras em uma empresa incrível e a oportunidade única de fazer o melhor trabalho da sua vida.( sm )
,
,Principais Responsabilidades:,
Manipular bases de dados estruturados e não estruturados.
,
Gerar análises, visualizações e dashboards
,
Desenvolvimento de algorítmos usando conceitos de estatística e machine learning
,
Acompanhar a implementação na produção e dar suporte pós-implementação.
,
Qualificações Necessárias
,
Bach arelado em Análise de Sistemas, Ciência da Computação ou áreas correlatas.
,
Conhecimentos de estatística e visualização de dados
,
Domínio de SQL
,
Programação em Python e/o R
,
Desejável experiência com Machine Learning
,
Inglês fluente
,
A diversidade cria ambientes mais saudáveis. Todos os candidatos qualificados serão considerados para as vagas, sem distinção de raça, cor, religião, gênero, idade, nacionalidade ou deficiência.
,
O UnitedHealth Group é um empregador de Igualdade de Oportunidades de Emprego.
,
,Palavras-Chave:, SQL; Python; Optum; Curitiba; TI; Desenvolvedor; Software; Pleno","Desenvolvedor Software Pleno - Curitiba, PR","Curitiba, PR",https://www.indeed.com.br/ver-emprego?jk=f28e2b36ff21d74f&tk=1ca0v2fvo0nj314j&from=serp&alid=3&advn=3303391347378714
UnitedHealth Group,"Na Optum, uma empresa do United Health Group, a expansão do acesso a um cuidado de saúde de custo acessível e de alta qualidade, começa aqui. A maioria das ideias mais inovadoras de cuidado de saúde é criada diariamente aqui. É aqui onde as pessoas ousadas com grandes ideias estão escrevendo o próximo capítulo na área da saúde. Aqui é o lugar para você fazer o melhor trabalho da sua vida.(sm)
,
,Principais Responsabilidades:,
Suas atividades estão relacionadas ao dia a dia de um desenvolvedor Java, mas que futuramente estejam abertos a aprender e desenvolver em .NET, além disso inclui:
,
Suportar demandas de sistemas vigentes;
,
Realizar migração para plataforma .NET;
,
Suportar tecnicamente equipe multidisciplinares;
,
Desenvolver, realizar manutenção e modernizar as páginas de internet;
,
Será focal point técnico dos projetos;
,
Ministrar treinamentos caso seja necessário
,
,Qualificações Necessárias:,
Grande conhecimento em linguagem de programação Java;
,
Grande conhecimento nos frameworks JavaEE/SE até versão 1.8;
,
Vivência em Containers e Vagrant;
,
Vivência com Continuous Deployment (Devops);
,
Conhecimento em Oracle (PL/SQL);
,
Conhecimento em Application Service (Web Logic);
,
Vivência com arquitetura orientada a serviços (Web Service);
,
,Conhecimento em testes unitários:, JUnit, TDD...
,
,Qualificações Preferidas:,
Graduação completa na áreas afins;
,
Inglês técnico.
,
,A diversidade cria uma atmosfera mais saudável:, o UnitedHealth Group é um empregador de Igualdade de Oportunidades de Emprego.
,Palavras-chave:, Desenvolvedor Sênior - Java , Java, Oracle, Devops, .net, Junit , frameworks, tecnologia, informaçõa, TI, Curitiba, PR","Desenvolvedor Sênior Java - Curitiba, PR","Curitiba, PR",https://www.indeed.com.br/ver-emprego?jk=bb138c6c8bc00259&tk=1ca0v2grm0nj30pk&from=serp&alid=3&advn=3303391347378714
UnitedHealth Group,"Na Optum, uma empresa do United Health Group, a expansão do acesso a um cuidado de saúde de custo acessível e de alta qualidade, começa aqui. A maioria das ideias mais inovadoras de cuidado de saúde é criada diariamente aqui. É aqui onde as pessoas ousadas com grandes ideias estão escrevendo o próximo capítulo na área da saúde. Aqui é o lugar para você fazer o melhor trabalho da sua vida.(sm)
,
,Principais Responsabilidades:,
Suas atividades estão relacionadas ao dia a dia de um desenvolvedor Java, mas que futuramente estejam abertos a aprender e desenvolver em .NET, além disso inclui:
,
Suportar demandas de sistemas vigentes;
,
Realizar migração para plataforma .NET;
,
Suportar tecnicamente equipe multidisciplinares;
,
Desenvolver, realizar manutenção e modernizar as páginas de internet;
,
Será focal point técnico dos projetos;
,
Ministrar treinamentos caso seja necessário
,
,Qualificações Necessárias:,
Grande conhecimento em linguagem de programação Java;
,
Grande conhecimento nos frameworks JavaEE/SE até versão 1.8;
,
Vivência em Containers e Vagrant;
,
Vivência com Continuous Deployment (Devops);
,
Conhecimento em Oracle (PL/SQL);
,
Conhecimento em Application Service (Web Logic);
,
Vivência com arquitetura orientada a serviços (Web Service);
,
,Conhecimento em testes unitários:, JUnit, TDD...
,
,Qualificações Preferidas:,
Graduação completa na áreas afins;
,
Inglês técnico.
,
,A diversidade cria uma atmosfera mais saudável:, o UnitedHealth Group é um empregador de Igualdade de Oportunidades de Emprego.
,Palavras-chave:, Desenvolvedor Sênior - Java , Java, Oracle, Devops, .net, Junit , frameworks, tecnologia, informaçõa, TI, Curitiba, PR","Desenvolvedor Sênior Java - Curitiba, PR","Curitiba, PR",https://www.indeed.com.br/ver-emprego?jk=bb138c6c8bc00259&tk=1ca0v2h610nj34e9&from=serp&alid=3&advn=3303391347378714
UnitedHealth Group,"Na Optum, uma empresa do United Health Group, a expansão do acesso a um cuidado de saúde de custo acessível e de alta qualidade, começa aqui. A maioria das ideias mais inovadoras de cuidado de saúde é criada diariamente aqui. É aqui onde as pessoas ousadas com grandes ideias estão escrevendo o próximo capítulo na área da saúde. Aqui é o lugar para você fazer o melhor trabalho da sua vida.(sm)
,
,Principais Responsabilidades:,
Suas atividades estão relacionadas ao dia a dia de um desenvolvedor Java, mas que futuramente estejam abertos a aprender e desenvolver em .NET, além disso inclui:
,
Suportar demandas de sistemas vigentes;
,
Realizar migração para plataforma .NET;
,
Suportar tecnicamente equipe multidisciplinares;
,
Desenvolver, realizar manutenção e modernizar as páginas de internet;
,
Será focal point técnico dos projetos;
,
Ministrar treinamentos caso seja necessário
,
,Qualificações Necessárias:,
Grande conhecimento em linguagem de programação Java;
,
Grande conhecimento nos frameworks JavaEE/SE até versão 1.8;
,
Vivência em Containers e Vagrant;
,
Vivência com Continuous Deployment (Devops);
,
Conhecimento em Oracle (PL/SQL);
,
Conhecimento em Application Service (Web Logic);
,
Vivência com arquitetura orientada a serviços (Web Service);
,
,Conhecimento em testes unitários:, JUnit, TDD...
,
,Qualificações Preferidas:,
Graduação completa na áreas afins;
,
Inglês técnico.
,
,A diversidade cria uma atmosfera mais saudável:, o UnitedHealth Group é um empregador de Igualdade de Oportunidades de Emprego.
,Palavras-chave:, Desenvolvedor Sênior - Java , Java, Oracle, Devops, .net, Junit , frameworks, tecnologia, informaçõa, TI, Curitiba, PR","Desenvolvedor Sênior Java - Curitiba, PR","Curitiba, PR",https://www.indeed.com.br/ver-emprego?jk=bb138c6c8bc00259&tk=1ca0v2hn30nj3197&from=serp&alid=3&advn=3303391347378714
UnitedHealth Group,"A ideia é a seguinte, nós construímos uma organização com um objetivo em comum: fazer o sistema de saúde funcionar melhor para todos. Por isso, estamos sempre pensando fora da caixa para descobrir novas maneiras de trabalhar com o maior banco de dados de saúde do mundo, para guiar escolhas de saúde e bem-estar e para gerenciar benefícios farmacêuticos para milhões de pessoas. A Optum, parte da família de empresas do UnitedHealth Group, reúne algumas das mentes mais brilhantes e as ideias mais inovadoras sobre como a assistência à saúde irá atingir o seu potencial máximo. Para você, isso quer dizer trabalhar em equipes de alta performance e ultrapassar desafios relevantes. Optum, ideias inovadoras em uma empresa incrível e a oportunidade única de fazer o melhor trabalho da sua vida.( sm )
,
,Principais Responsabilidades:,
Manipular bases de dados estruturados e não estruturados.
,
Gerar análises, visualizações e dashboards
,
Desenvolvimento de algorítmos usando conceitos de estatística e machine learning
,
Acompanhar a implementação na produção e dar suporte pós-implementação.
,
Qualificações Necessárias
,
Bach arelado em Análise de Sistemas, Ciência da Computação ou áreas correlatas.
,
Conhecimentos de estatística e visualização de dados
,
Domínio de SQL
,
Programação em Python e/o R
,
Desejável experiência com Machine Learning
,
Inglês fluente
,
A diversidade cria ambientes mais saudáveis. Todos os candidatos qualificados serão considerados para as vagas, sem distinção de raça, cor, religião, gênero, idade, nacionalidade ou deficiência.
,
O UnitedHealth Group é um empregador de Igualdade de Oportunidades de Emprego.
,
,Palavras-Chave:, SQL; Python; Optum; Curitiba; TI; Desenvolvedor; Software; Pleno","Desenvolvedor Software Pleno - Curitiba, PR","Curitiba, PR",https://www.indeed.com.br/ver-emprego?jk=f28e2b36ff21d74f&tk=1ca0v2hto0nj3527&from=serp&alid=3&advn=3303391347378714
UnitedHealth Group,"A ideia é a seguinte, nós construímos uma organização com um objetivo em comum: fazer o sistema de saúde funcionar melhor para todos. Por isso, estamos sempre pensando fora da caixa para descobrir novas maneiras de trabalhar com o maior banco de dados de saúde do mundo, para guiar escolhas de saúde e bem-estar e para gerenciar benefícios farmacêuticos para milhões de pessoas. A Optum, parte da família de empresas do UnitedHealth Group, reúne algumas das mentes mais brilhantes e as ideias mais inovadoras sobre como a assistência à saúde irá atingir o seu potencial máximo. Para você, isso quer dizer trabalhar em equipes de alta performance e ultrapassar desafios relevantes. Optum, ideias inovadoras em uma empresa incrível e a oportunidade única de fazer o melhor trabalho da sua vida.( sm )
,
,Principais Responsabilidades:,
Manipular bases de dados estruturados e não estruturados.
,
Gerar análises, visualizações e dashboards
,
Desenvolvimento de algorítmos usando conceitos de estatística e machine learning
,
Acompanhar a implementação na produção e dar suporte pós-implementação.
,
Qualificações Necessárias
,
Bach arelado em Análise de Sistemas, Ciência da Computação ou áreas correlatas.
,
Conhecimentos de estatística e visualização de dados
,
Domínio de SQL
,
Programação em Python e/o R
,
Desejável experiência com Machine Learning
,
Inglês fluente
,
A diversidade cria ambientes mais saudáveis. Todos os candidatos qualificados serão considerados para as vagas, sem distinção de raça, cor, religião, gênero, idade, nacionalidade ou deficiência.
,
O UnitedHealth Group é um empregador de Igualdade de Oportunidades de Emprego.
,
,Palavras-Chave:, SQL; Python; Optum; Curitiba; TI; Desenvolvedor; Software; Pleno","Desenvolvedor Software Pleno - Curitiba, PR","Curitiba, PR",https://www.indeed.com.br/ver-emprego?jk=f28e2b36ff21d74f&tk=1ca0v2ijj0nj33sr&from=serp&alid=3&advn=3303391347378714
UnitedHealth Group,"Na Optum, uma empresa do United Health Group, a expansão do acesso a um cuidado de saúde de custo acessível e de alta qualidade, começa aqui. A maioria das ideias mais inovadoras de cuidado de saúde é criada diariamente aqui. É aqui onde as pessoas ousadas com grandes ideias estão escrevendo o próximo capítulo na área da saúde. Aqui é o lugar para você fazer o melhor trabalho da sua vida.(sm)
,
,Principais Responsabilidades:,
Suas atividades estão relacionadas ao dia a dia de um desenvolvedor Java, mas que futuramente estejam abertos a aprender e desenvolver em .NET, além disso inclui:
,
Suportar demandas de sistemas vigentes;
,
Realizar migração para plataforma .NET;
,
Suportar tecnicamente equipe multidisciplinares;
,
Desenvolver, realizar manutenção e modernizar as páginas de internet;
,
Será focal point técnico dos projetos;
,
Ministrar treinamentos caso seja necessário
,
,Qualificações Necessárias:,
Grande conhecimento em linguagem de programação Java;
,
Grande conhecimento nos frameworks JavaEE/SE até versão 1.8;
,
Vivência em Containers e Vagrant;
,
Vivência com Continuous Deployment (Devops);
,
Conhecimento em Oracle (PL/SQL);
,
Conhecimento em Application Service (Web Logic);
,
Vivência com arquitetura orientada a serviços (Web Service);
,
,Conhecimento em testes unitários:, JUnit, TDD...
,
,Qualificações Preferidas:,
Graduação completa na áreas afins;
,
Inglês técnico.
,
,A diversidade cria uma atmosfera mais saudável:, o UnitedHealth Group é um empregador de Igualdade de Oportunidades de Emprego.
,Palavras-chave:, Desenvolvedor Sênior - Java , Java, Oracle, Devops, .net, Junit , frameworks, tecnologia, informaçõa, TI, Curitiba, PR","Desenvolvedor Sênior Java - Curitiba, PR","Curitiba, PR",https://www.indeed.com.br/ver-emprego?jk=bb138c6c8bc00259&tk=1ca0v2in90nj30m0&from=serp&alid=3&advn=3303391347378714
UnitedHealth Group,"A ideia é a seguinte, nós construímos uma organização com um objetivo em comum: fazer o sistema de saúde funcionar melhor para todos. Por isso, estamos sempre pensando fora da caixa para descobrir novas maneiras de trabalhar com o maior banco de dados de saúde do mundo, para guiar escolhas de saúde e bem-estar e para gerenciar benefícios farmacêuticos para milhões de pessoas. A Optum, parte da família de empresas do UnitedHealth Group, reúne algumas das mentes mais brilhantes e as ideias mais inovadoras sobre como a assistência à saúde irá atingir o seu potencial máximo. Para você, isso quer dizer trabalhar em equipes de alta performance e ultrapassar desafios relevantes. Optum, ideias inovadoras em uma empresa incrível e a oportunidade única de fazer o melhor trabalho da sua vida.( sm )
,
,Principais Responsabilidades:,
Manipular bases de dados estruturados e não estruturados.
,
Gerar análises, visualizações e dashboards
,
Desenvolvimento de algorítmos usando conceitos de estatística e machine learning
,
Acompanhar a implementação na produção e dar suporte pós-implementação.
,
Qualificações Necessárias
,
Bach arelado em Análise de Sistemas, Ciência da Computação ou áreas correlatas.
,
Conhecimentos de estatística e visualização de dados
,
Domínio de SQL
,
Programação em Python e/o R
,
Desejável experiência com Machine Learning
,
Inglês fluente
,
A diversidade cria ambientes mais saudáveis. Todos os candidatos qualificados serão considerados para as vagas, sem distinção de raça, cor, religião, gênero, idade, nacionalidade ou deficiência.
,
O UnitedHealth Group é um empregador de Igualdade de Oportunidades de Emprego.
,
,Palavras-Chave:, SQL; Python; Optum; Curitiba; TI; Desenvolvedor; Software; Pleno","Desenvolvedor Software Pleno - Curitiba, PR","Curitiba, PR",https://www.indeed.com.br/ver-emprego?jk=f28e2b36ff21d74f&tk=1ca0v2j7g0nj371p&from=serp&alid=3&advn=3303391347378714
UnitedHealth Group,"A ideia é a seguinte, nós construímos uma organização com um objetivo em comum: fazer o sistema de saúde funcionar melhor para todos. Por isso, estamos sempre pensando fora da caixa para descobrir novas maneiras de trabalhar com o maior banco de dados de saúde do mundo, para guiar escolhas de saúde e bem-estar e para gerenciar benefícios farmacêuticos para milhões de pessoas. A Optum, parte da família de empresas do UnitedHealth Group, reúne algumas das mentes mais brilhantes e as ideias mais inovadoras sobre como a assistência à saúde irá atingir o seu potencial máximo. Para você, isso quer dizer trabalhar em equipes de alta performance e ultrapassar desafios relevantes. Optum, ideias inovadoras em uma empresa incrível e a oportunidade única de fazer o melhor trabalho da sua vida.( sm )
,
,Principais Responsabilidades:,
Manipular bases de dados estruturados e não estruturados.
,
Gerar análises, visualizações e dashboards
,
Desenvolvimento de algorítmos usando conceitos de estatística e machine learning
,
Acompanhar a implementação na produção e dar suporte pós-implementação.
,
Qualificações Necessárias
,
Bach arelado em Análise de Sistemas, Ciência da Computação ou áreas correlatas.
,
Conhecimentos de estatística e visualização de dados
,
Domínio de SQL
,
Programação em Python e/o R
,
Desejável experiência com Machine Learning
,
Inglês fluente
,
A diversidade cria ambientes mais saudáveis. Todos os candidatos qualificados serão considerados para as vagas, sem distinção de raça, cor, religião, gênero, idade, nacionalidade ou deficiência.
,
O UnitedHealth Group é um empregador de Igualdade de Oportunidades de Emprego.
,
,Palavras-Chave:, SQL; Python; Optum; Curitiba; TI; Desenvolvedor; Software; Pleno","Desenvolvedor Software Pleno - Curitiba, PR","Curitiba, PR",https://www.indeed.com.br/ver-emprego?jk=f28e2b36ff21d74f&tk=1ca0v2j8j0nj34ak&from=serp&alid=3&advn=3303391347378714
UnitedHealth Group,"A ideia é a seguinte, nós construímos uma organização com um objetivo em comum: fazer o sistema de saúde funcionar melhor para todos. Por isso, estamos sempre pensando fora da caixa para descobrir novas maneiras de trabalhar com o maior banco de dados de saúde do mundo, para guiar escolhas de saúde e bem-estar e para gerenciar benefícios farmacêuticos para milhões de pessoas. A Optum, parte da família de empresas do UnitedHealth Group, reúne algumas das mentes mais brilhantes e as ideias mais inovadoras sobre como a assistência à saúde irá atingir o seu potencial máximo. Para você, isso quer dizer trabalhar em equipes de alta performance e ultrapassar desafios relevantes. Optum, ideias inovadoras em uma empresa incrível e a oportunidade única de fazer o melhor trabalho da sua vida.( sm )
,
,Principais Responsabilidades:,
Manipular bases de dados estruturados e não estruturados.
,
Gerar análises, visualizações e dashboards
,
Desenvolvimento de algorítmos usando conceitos de estatística e machine learning
,
Acompanhar a implementação na produção e dar suporte pós-implementação.
,
Qualificações Necessárias
,
Bach arelado em Análise de Sistemas, Ciência da Computação ou áreas correlatas.
,
Conhecimentos de estatística e visualização de dados
,
Domínio de SQL
,
Programação em Python e/o R
,
Desejável experiência com Machine Learning
,
Inglês fluente
,
A diversidade cria ambientes mais saudáveis. Todos os candidatos qualificados serão considerados para as vagas, sem distinção de raça, cor, religião, gênero, idade, nacionalidade ou deficiência.
,
O UnitedHealth Group é um empregador de Igualdade de Oportunidades de Emprego.
,
,Palavras-Chave:, SQL; Python; Optum; Curitiba; TI; Desenvolvedor; Software; Pleno","Desenvolvedor Software Pleno - Curitiba, PR","Curitiba, PR",https://www.indeed.com.br/ver-emprego?jk=f28e2b36ff21d74f&tk=1ca0v2kih0nj3590&from=serp&alid=3&advn=3303391347378714
UnitedHealth Group,"Na Optum, uma empresa do United Health Group, a expansão do acesso a um cuidado de saúde de custo acessível e de alta qualidade, começa aqui. A maioria das ideias mais inovadoras de cuidado de saúde é criada diariamente aqui. É aqui onde as pessoas ousadas com grandes ideias estão escrevendo o próximo capítulo na área da saúde. Aqui é o lugar para você fazer o melhor trabalho da sua vida.(sm)
,
,Principais Responsabilidades:,
Suas atividades estão relacionadas ao dia a dia de um desenvolvedor Java, mas que futuramente estejam abertos a aprender e desenvolver em .NET, além disso inclui:
,
Suportar demandas de sistemas vigentes;
,
Realizar migração para plataforma .NET;
,
Suportar tecnicamente equipe multidisciplinares;
,
Desenvolver, realizar manutenção e modernizar as páginas de internet;
,
Será focal point técnico dos projetos;
,
Ministrar treinamentos caso seja necessário
,
,Qualificações Necessárias:,
Grande conhecimento em linguagem de programação Java;
,
Grande conhecimento nos frameworks JavaEE/SE até versão 1.8;
,
Vivência em Containers e Vagrant;
,
Vivência com Continuous Deployment (Devops);
,
Conhecimento em Oracle (PL/SQL);
,
Conhecimento em Application Service (Web Logic);
,
Vivência com arquitetura orientada a serviços (Web Service);
,
,Conhecimento em testes unitários:, JUnit, TDD...
,
,Qualificações Preferidas:,
Graduação completa na áreas afins;
,
Inglês técnico.
,
,A diversidade cria uma atmosfera mais saudável:, o UnitedHealth Group é um empregador de Igualdade de Oportunidades de Emprego.
,Palavras-chave:, Desenvolvedor Sênior - Java , Java, Oracle, Devops, .net, Junit , frameworks, tecnologia, informaçõa, TI, Curitiba, PR","Desenvolvedor Sênior Java - Curitiba, PR","Curitiba, PR",https://www.indeed.com.br/ver-emprego?jk=bb138c6c8bc00259&tk=1ca0v2nol0nj36sf&from=serp&alid=3&advn=3303391347378714
UnitedHealth Group,"Na Optum, uma empresa do United Health Group, a expansão do acesso a um cuidado de saúde de custo acessível e de alta qualidade, começa aqui. A maioria das ideias mais inovadoras de cuidado de saúde é criada diariamente aqui. É aqui onde as pessoas ousadas com grandes ideias estão escrevendo o próximo capítulo na área da saúde. Aqui é o lugar para você fazer o melhor trabalho da sua vida.(sm)
,
,Principais Responsabilidades:,
Suas atividades estão relacionadas ao dia a dia de um desenvolvedor Java, mas que futuramente estejam abertos a aprender e desenvolver em .NET, além disso inclui:
,
Suportar demandas de sistemas vigentes;
,
Realizar migração para plataforma .NET;
,
Suportar tecnicamente equipe multidisciplinares;
,
Desenvolver, realizar manutenção e modernizar as páginas de internet;
,
Será focal point técnico dos projetos;
,
Ministrar treinamentos caso seja necessário
,
,Qualificações Necessárias:,
Grande conhecimento em linguagem de programação Java;
,
Grande conhecimento nos frameworks JavaEE/SE até versão 1.8;
,
Vivência em Containers e Vagrant;
,
Vivência com Continuous Deployment (Devops);
,
Conhecimento em Oracle (PL/SQL);
,
Conhecimento em Application Service (Web Logic);
,
Vivência com arquitetura orientada a serviços (Web Service);
,
,Conhecimento em testes unitários:, JUnit, TDD...
,
,Qualificações Preferidas:,
Graduação completa na áreas afins;
,
Inglês técnico.
,
,A diversidade cria uma atmosfera mais saudável:, o UnitedHealth Group é um empregador de Igualdade de Oportunidades de Emprego.
,Palavras-chave:, Desenvolvedor Sênior - Java , Java, Oracle, Devops, .net, Junit , frameworks, tecnologia, informaçõa, TI, Curitiba, PR","Desenvolvedor Sênior Java - Curitiba, PR","Curitiba, PR",https://www.indeed.com.br/ver-emprego?jk=bb138c6c8bc00259&tk=1ca0v2omv0nj37ns&from=serp&alid=3&advn=3303391347378714
UnitedHealth Group,"A ideia é a seguinte, nós construímos uma organização com um objetivo em comum: fazer o sistema de saúde funcionar melhor para todos. Por isso, estamos sempre pensando fora da caixa para descobrir novas maneiras de trabalhar com o maior banco de dados de saúde do mundo, para guiar escolhas de saúde e bem-estar e para gerenciar benefícios farmacêuticos para milhões de pessoas. A Optum, parte da família de empresas do UnitedHealth Group, reúne algumas das mentes mais brilhantes e as ideias mais inovadoras sobre como a assistência à saúde irá atingir o seu potencial máximo. Para você, isso quer dizer trabalhar em equipes de alta performance e ultrapassar desafios relevantes. Optum, ideias inovadoras em uma empresa incrível e a oportunidade única de fazer o melhor trabalho da sua vida.( sm )
,
,Principais Responsabilidades:,
Manipular bases de dados estruturados e não estruturados.
,
Gerar análises, visualizações e dashboards
,
Desenvolvimento de algorítmos usando conceitos de estatística e machine learning
,
Acompanhar a implementação na produção e dar suporte pós-implementação.
,
Qualificações Necessárias
,
Bach arelado em Análise de Sistemas, Ciência da Computação ou áreas correlatas.
,
Conhecimentos de estatística e visualização de dados
,
Domínio de SQL
,
Programação em Python e/o R
,
Desejável experiência com Machine Learning
,
Inglês fluente
,
A diversidade cria ambientes mais saudáveis. Todos os candidatos qualificados serão considerados para as vagas, sem distinção de raça, cor, religião, gênero, idade, nacionalidade ou deficiência.
,
O UnitedHealth Group é um empregador de Igualdade de Oportunidades de Emprego.
,
,Palavras-Chave:, SQL; Python; Optum; Curitiba; TI; Desenvolvedor; Software; Pleno","Desenvolvedor Software Pleno - Curitiba, PR","Curitiba, PR",https://www.indeed.com.br/ver-emprego?jk=f28e2b36ff21d74f&tk=1ca0v2ona0nj30e7&from=serp&alid=3&advn=3303391347378714
UnitedHealth Group,"Na Optum, uma empresa do United Health Group, a expansão do acesso a um cuidado de saúde de custo acessível e de alta qualidade, começa aqui. A maioria das ideias mais inovadoras de cuidado de saúde é criada diariamente aqui. É aqui onde as pessoas ousadas com grandes ideias estão escrevendo o próximo capítulo na área da saúde. Aqui é o lugar para você fazer o melhor trabalho da sua vida.(sm)
,
,Principais Responsabilidades:,
Suas atividades estão relacionadas ao dia a dia de um desenvolvedor Java, mas que futuramente estejam abertos a aprender e desenvolver em .NET, além disso inclui:
,
Suportar demandas de sistemas vigentes;
,
Realizar migração para plataforma .NET;
,
Suportar tecnicamente equipe multidisciplinares;
,
Desenvolver, realizar manutenção e modernizar as páginas de internet;
,
Será focal point técnico dos projetos;
,
Ministrar treinamentos caso seja necessário
,
,Qualificações Necessárias:,
Grande conhecimento em linguagem de programação Java;
,
Grande conhecimento nos frameworks JavaEE/SE até versão 1.8;
,
Vivência em Containers e Vagrant;
,
Vivência com Continuous Deployment (Devops);
,
Conhecimento em Oracle (PL/SQL);
,
Conhecimento em Application Service (Web Logic);
,
Vivência com arquitetura orientada a serviços (Web Service);
,
,Conhecimento em testes unitários:, JUnit, TDD...
,
,Qualificações Preferidas:,
Graduação completa na áreas afins;
,
Inglês técnico.
,
,A diversidade cria uma atmosfera mais saudável:, o UnitedHealth Group é um empregador de Igualdade de Oportunidades de Emprego.
,Palavras-chave:, Desenvolvedor Sênior - Java , Java, Oracle, Devops, .net, Junit , frameworks, tecnologia, informaçõa, TI, Curitiba, PR","Desenvolvedor Sênior Java - Curitiba, PR","Curitiba, PR",https://www.indeed.com.br/ver-emprego?jk=bb138c6c8bc00259&tk=1ca0v2phe0nj372g&from=serp&alid=3&advn=3303391347378714
